   h    k    l      d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   2   36    2   0.818327     1.781604     0.024262      1.78177  140.79548    0.00057    4
   4   18    5   0.818306     3.029829     0.027806      3.02996  140.80375    0.00166    4
   5   19    0   0.818264    -1.877961    -0.004542      1.87797  140.82036    0.00064    4
   1   39   -1   0.818212    -2.806703    -0.032022      2.80689  140.84080    0.00143    4
   3   29    4   0.818165     1.563838     0.010847      1.56388  140.85918    0.00044    4
   2    2   10   0.818083    -1.169110     0.001144      1.16911  140.89166    0.00025    4
   5   20   -2   0.817998     1.242232     0.010450      1.24228  140.92492    0.00028    4
   3   27   -7   0.817926    -0.980552    -0.023172     0.980826  140.95341    0.00017    4
   1   38   -3   0.817681     3.209327     0.033932      3.20951  141.05031    0.00188    4
   1   37   -4   0.817520     4.461643     0.023091       4.4617  141.11407    0.00363    4
   3   24   -8   0.817495    -2.807869    -0.045575      2.80824  141.12419    0.00144    4
   5    0    4   0.817290    -1.608939    -0.012608      1.60899  141.20581    0.00024    2
   2   37   -2   0.817259     2.948301     0.034876      2.94851  141.21800    0.00159    4
   0   11   11   0.817149    -6.321741    -0.025205      6.32179  141.26204    0.00732    4
   3   14  -10   0.817101     5.811825     0.058776      5.81212  141.28091    0.00619    4
   5    1    4   0.817031     0.074042     0.006791    0.0743524  141.30915    0.00000    4
   4   24   -6   0.816886    -1.212156    -0.006823      1.21218  141.36710    0.00027    4
   3   20   -9   0.816789    -3.555078    -0.040657      3.55531  141.40597    0.00233    4
   2    3   10   0.816786    -7.329309    -0.048228      7.32947  141.40715    0.00989    4
   3   34   -1   0.816780    -2.937381    -0.033965      2.93758  141.40944    0.00159    4
   1   13  -11   0.816697    -0.528089    -0.052079     0.530651  141.44274    0.00005    4
   2   35    3   0.816670     5.978420     0.045677      5.97859  141.45361    0.00659    4
   2   16    9   0.816488    -0.683292    -0.017139     0.683507  141.52676    0.00009    4
   2   26    7   0.816358    -4.351440    -0.013186      4.35146  141.57896    0.00350    4
   4   26   -5   0.816347    -0.923434    -0.012602     0.923519  141.58332    0.00016    4
   5    2    4   0.816255     0.292645     0.001693     0.292649  141.62057    0.00002    4
   5   20   -1   0.816196     0.659949     0.008908     0.660009  141.64428    0.00008    4
   5    9   -7   0.816133    -0.376803    -0.023988     0.377566  141.66993    0.00003    4
   2   11  -11   0.816005   -11.585745    -0.091749      11.5861  141.72169    0.02493    4
   3   13    8   0.815857     0.869304    -0.000178     0.869304  141.78164    0.00014    4
   5   14   -6   0.815713    -3.050429    -0.013321      3.05046  141.83998    0.00173    4
   3   31    3   0.815593    -6.197525    -0.038747      6.19765  141.88860    0.00717    4
   4   12   -9   0.815299     6.032739     0.030922      6.03282  142.00844    0.00682    4
   4   13    6   0.815251    -8.537192    -0.071513      8.53749  142.02811    0.01366    4
   1   22    9   0.815174     6.641453     0.047691      6.64162  142.05971    0.00828    4
   2    4   10   0.814981     4.409092     0.095128      4.41012  142.13877    0.00366    4
   5    3    4   0.814967    -2.542222    -0.022117      2.54232  142.14443    0.00122    4
   2   22    8   0.814885    -2.455633    -0.008244      2.45565  142.17779    0.00114    4
   2   19  -10   0.814838    -0.705163    -0.005701     0.705187  142.19721    0.00009    4
   1   34   -6   0.814826   -10.245929    -0.060053      10.2461  142.20207    0.01978    4
   5   17   -5   0.814763    -2.276040    -0.006095      2.27605  142.22827    0.00098    4
   3   34   -2   0.814137     1.724251     0.006256      1.72426  142.48653    0.00056    4
   0   34    6   0.814006    -2.905963    -0.017658      2.90602  142.54096    0.00161    4
   2   24   -9   0.813916     0.465612     0.028245     0.466468  142.57834    0.00004    4
   4   22    4   0.813852     0.601138     0.018823     0.601433  142.60494    0.00007    4
   1   39    1   0.813769    -1.419128     0.010532      1.41917  142.63958    0.00038    4
   1   29   -8   0.813622    -0.533130    -0.012313     0.533272  142.70079    0.00005    4
   5   18    1   0.813598     3.590939     0.005954      3.59094  142.71069    0.00247    4
   5   20   -3   0.813588     1.909200     0.021196      1.90932  142.71501    0.00070    4
   2   37    1   0.813254     0.042399    -0.005615    0.0427695  142.85474    0.00000    4
   3   34    0   0.813233    -1.532250    -0.021979      1.53241  142.86360    0.00045    4
   5    4    4   0.813174     2.271595     0.008668      2.27161  142.88836    0.00099    4
   5   19   -4   0.813032    -4.350219    -0.025040      4.35029  142.94781    0.00365    4
   5   12    3   0.812991    -2.464805    -0.013013      2.46484  142.96494    0.00117    4
   1   16   10   0.812808     1.671201     0.006303      1.67121  143.04214    0.00054    4
   4   18   -8   0.812767    -1.578430    -0.023483       1.5786  143.05940    0.00048    4
   4   29   -1   0.812758    -4.784408    -0.013730      4.78443  143.06347    0.00443    4
   2    5   10   0.812677    -9.863904    -0.058356      9.86408  143.09748    0.01884    4
   3   27    5   0.812470    -5.013067    -0.020050      5.01311  143.18513    0.00488    4
   4   29   -2   0.812336    -5.231316    -0.021060      5.23136  143.24186    0.00532    4
   0   36    5   0.812057     1.393264     0.004626      1.39327  143.36082    0.00038    4
   1   30    7   0.811666     0.103458     0.028004     0.107181  143.52758    0.00000    4
   0   25    9   0.811334    -2.874964    -0.040761      2.87525  143.67012    0.00163    4
   5   10   -7   0.811272     3.806295     0.025018      3.80638  143.69699    0.00286    4
   0   12   11   0.811254   -11.019655    -0.101448      11.0201  143.70474    0.02395    4
   0   40    0   0.811250     2.489030     0.025741      2.48916  143.70650    0.00061    2
   1    1   11   0.811206     7.590380     0.089860      7.59091  143.72552    0.01137    4
   1   39   -2   0.811154     0.857249     0.016929     0.857416  143.74771    0.00015    4
   3   24    6   0.811150     1.855050     0.010861      1.85508  143.74959    0.00068    4
   5    5    4   0.810885    -3.093653    -0.038916       3.0939  143.86406    0.00190    4
   1   32   -7   0.810793     0.318867     0.003459     0.318885  143.90394    0.00002    4
   5   16    2   0.810760     1.046741     0.013540      1.04683  143.91821    0.00022    4
   1   36   -5   0.810684    -7.783551    -0.038486      7.78365  143.95140    0.01204    4
   1    2   11   0.810447    12.070574     0.159230      12.0716  144.05473    0.02906    4
   0   20   10   0.810417     2.925507     0.058417      2.92609  144.06778    0.00171    4
   2   12  -11   0.810135   -12.482662    -0.118945      12.4832  144.19102    0.03121    4
   2   32    5   0.810035     1.773676     0.007668      1.77369  144.23480    0.00063    4
   2    6   10   0.809888    -6.421741    -0.068535      6.42211  144.29912    0.00829    4
   1   14  -11   0.809802    -4.818337     0.024373       4.8184  144.33716    0.00467    4
   4   28    1   0.809744     3.583016     0.032281      3.58316  144.36269    0.00259    4
   3   15  -10   0.809691     1.881026     0.048416      1.88165  144.38573    0.00071    4
   1   21  -10   0.809570     6.607602     0.003129       6.6076  144.43931    0.00881    4
   3   20    7   0.809568    -5.796925    -0.034883      5.79703  144.44010    0.00678    4
   4    1    7   0.809429     9.749352     0.068461      9.74959  144.50143    0.01922    4
   4   22   -7   0.809234     0.087077     0.000713      0.08708  144.58794    0.00000    4
   1    3   11   0.809186    -4.639706    -0.071916      4.64026  144.60930    0.00437    4
   3   14    8   0.808982     1.735544     0.002146      1.73555  144.69973    0.00061    4
   3    1  -11   0.808972     9.897609     0.070961      9.89786  144.70437    0.01994    4
   4   13   -9   0.808941    -1.479868    -0.021407      1.48002  144.71811    0.00045    4
   4   19    5   0.808845     0.729474     0.015847     0.729646  144.76072    0.00011    4
   2   28   -8   0.808677     1.401022     0.007441      1.40104  144.83608    0.00040    4
   4    2    7   0.808675    -7.953679    -0.062568      7.95393  144.83693    0.01293    4
   0   29    8   0.808449    -3.585887    -0.017010      3.58593  144.93817    0.00264    4
   2   34    4   0.808404    -3.147923    -0.017521      3.14797  144.95834    0.00203    4
   4   14    6   0.808392    -9.393038    -0.072475      9.39332  144.96373    0.01811    4
   5   15   -6   0.808340    -1.510626     0.003920      1.51063  144.98700    0.00047    4
   5   20    0   0.808303     0.101099     0.001865     0.101117  145.00381    0.00000    4
   3    2  -11   0.808219     6.805360     0.019811      6.80539  145.04156    0.00953    4
   0   40    1   0.808217     2.589653     0.037385      2.58992  145.04253    0.00138    4
   4   25    3   0.808197     0.637138    -0.005183     0.637159  145.05139    0.00008    4
   5    6    4   0.808115     0.273448    -0.007835     0.273561  145.08843    0.00002    4
   2   17    9   0.808090    -2.518220    -0.057309      2.51887  145.09956    0.00131    4
   2   33   -6   0.808044    -1.089709    -0.000884      1.08971  145.12037    0.00024    4
   2   36   -4   0.807847    -2.560609    -0.032753      2.56082  145.20937    0.00136    4
   0   32    7   0.807821    -2.202338    -0.009073      2.20236  145.22131    0.00100    4
   4   28   -4   0.807666    -0.041331    -0.002047    0.0413819  145.29128    0.00000    4
   3   30   -6   0.807626    -1.368970    -0.022545      1.36916  145.30980    0.00039    4
   3   33   -4   0.807624     3.143573     0.007568      3.14358  145.31076    0.00205    4
   5   21   -2   0.807546     1.007878     0.005015      1.00789  145.34584    0.00021    4
   1    4   11   0.807430    -2.463626    -0.039874      2.46395  145.39866    0.00126    4
   4    3    7   0.807422     6.450136     0.024466      6.45018  145.40239    0.00866    4
   1   27    8   0.807108     0.379950    -0.010161     0.380086  145.54583    0.00003    4
   4   29    0   0.807104    -9.147980    -0.051134      9.14812  145.54783    0.01750    4
   3    3  -11   0.806968     6.269670     0.020642       6.2697  145.60995    0.00824    4
   1   35    5   0.806888    -8.517103    -0.050492      8.51725  145.64685    0.01522    4
   5   13    3   0.806687    -1.756466     0.003343      1.75647  145.73942    0.00065    4
   2    7   10   0.806629    -6.994447    -0.037061      6.99454  145.76614    0.01030    4
   3   21   -9   0.806383    -2.608435    -0.018700       2.6085  145.87995    0.00144    4
   2   37   -3   0.806351     5.439162     0.028042      5.43923  145.89442    0.00626    4
   5   11   -7   0.806000     3.590772     0.009301      3.59078  146.05776    0.00274    4
   5   18   -5   0.805920     4.979661     0.047773      4.97989  146.09498    0.00528    4
   4   29   -3   0.805868    -1.117829    -0.008209      1.11786  146.11932    0.00027    4
   4   27    2   0.805853    -0.052217    -0.011411    0.0534491  146.12608    0.00000    4
   1   26   -9   0.805820    -6.946728    -0.041039      6.94685  146.14138    0.01029    4
   5   21   -1   0.805812    -0.455576    -0.002085      0.45558  146.14518    0.00004    4
   4    4    7   0.805678    -1.008071     0.023804      1.00835  146.20791    0.00022    4
   1   33    6   0.805650     0.425689     0.018519     0.426091  146.22105    0.00004    4
   3   34   -3   0.805480    -2.182885    -0.013808      2.18293  146.30076    0.00102    4
   2   31   -7   0.805251    -4.359304    -0.028169      4.35939  146.40853    0.00409    4
   3    4  -11   0.805227    14.521997     0.119342      14.5225  146.41984    0.04538    4
   1    5   11   0.805190    -4.487246    -0.040502      4.48743  146.43735    0.00434    4
   3   25   -8   0.805073    -0.680214    -0.005843     0.680239  146.49283    0.00010    4
   2   20  -10   0.805000    -6.255931    -0.068344       6.2563  146.52705    0.00845    4
   0   13   11   0.804989    -3.380470    -0.064292      3.38108  146.53220    0.00247    4
   3   33    2   0.804984     6.550284     0.042175      6.55042  146.53490    0.00927    4
   5    7    4   0.804877     1.286750     0.013431      1.28682  146.58566    0.00036    4
   1   38    3   0.804590    -1.905032    -0.013770      1.90508  146.72190    0.00079    4
   1   17   10   0.804522     5.349352     0.082401      5.34999  146.75422    0.00623    4
   4   25   -6   0.804491     1.638196     0.014791      1.63826  146.76929    0.00058    4
   5   19    1   0.804298    -7.031054    -0.041431      7.03118  146.86135    0.01080    4
   3   28   -7   0.804000    -0.237826     0.002181     0.237836  147.00468    0.00001    4
   0   39    3   0.803923    -4.800741    -0.024563       4.8008  147.04137    0.00506    4
   2   13  -11   0.803896     1.055351     0.064130       1.0573  147.05477    0.00025    4
   1   23    9   0.803840    -1.516180     0.022314      1.51634  147.08162    0.00051    4
   3   34    1   0.803731    -9.315188    -0.071885      9.31547  147.13401    0.01912    4
   2   30    6   0.803654    -2.680350    -0.042377      2.68068  147.17153    0.00159    4
   2   23    8   0.803564     7.109907     0.059462      7.11016  147.21527    0.01117    4
